ocupacao,atividade,modelo,rodada,score,justificativa,timestamp
Desenhista industrial gráfico (designer gráfico),Avaliar idéias ou conceitos propostos,gpt-4o-mini,2,2.00,"LLM pode avaliar ideias, mas requer julgamento humano e contexto.",2026-03-13T21:49:03Z
Desenhista industrial gráfico (designer gráfico),Avaliar idéias ou conceitos propostos,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:49:04Z
Desenhista industrial gráfico (designer gráfico),Avaliar idéias ou conceitos propostos,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:49:05Z
Desenhista industrial gráfico (designer gráfico),Realizar pesquisa de campo,gpt-4o-mini,1,1.00,LLM não executa pesquisa de campo de forma útil.,2026-03-13T21:49:05Z
Desenhista industrial gráfico (designer gráfico),Realizar pesquisa de campo,gpt-4o-mini,2,1.00,LLM não executa pesquisa de campo de forma útil.,2026-03-13T21:49:06Z
Desenhista industrial gráfico (designer gráfico),Realizar pesquisa de campo,claude-3-haiku-20240307,1,1.00,O LLM pode executar apenas partes periféricas da pesquisa de campo.,2026-03-13T21:49:07Z
Desenhista industrial gráfico (designer gráfico),Realizar pesquisa de campo,claude-3-haiku-20240307,2,1.00,O LLM pode executar apenas partes periféricas da pesquisa de campo.,2026-03-13T21:49:07Z
Desenhista industrial gráfico (designer gráfico),Registrar patente ou direito autoral,gpt-4o-mini,1,1.00,LLM não executa registro de patentes ou direitos autorais.,2026-03-13T21:49:08Z
Desenhista industrial gráfico (designer gráfico),Registrar patente ou direito autoral,gpt-4o-mini,2,1.00,LLM não executa registro de patentes ou direitos autorais.,2026-03-13T21:49:09Z
Desenhista industrial gráfico (designer gráfico),Registrar patente ou direito autoral,claude-3-haiku-20240307,1,1.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:49:09Z
Desenhista industrial gráfico (designer gráfico),Registrar patente ou direito autoral,claude-3-haiku-20240307,2,1.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:49:10Z
Técnico de suporte ao usuário de tecnologia da informação,Demonstrar capacidade de agilidade no atendimento,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa com usuários.,2026-03-13T21:49:11Z
Técnico de suporte ao usuário de tecnologia da informação,Demonstrar capacidade de agilidade no atendimento,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa com usuários.,2026-03-13T21:49:11Z
Técnico de suporte ao usuário de tecnologia da informação,Demonstrar capacidade de agilidade no atendimento,claude-3-haiku-20240307,1,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano",2026-03-13T21:49:12Z
Técnico de suporte ao usuário de tecnologia da informação,Demonstrar capacidade de agilidade no atendimento,claude-3-haiku-20240307,2,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento e",2026-03-13T21:49:13Z
Técnico de suporte ao usuário de tecnologia da informação,Monitorar registros de erros,gpt-4o-mini,1,2.00,"LLM pode analisar registros, mas julgamento humano é necessário.",2026-03-13T21:49:14Z
Técnico de suporte ao usuário de tecnologia da informação,Monitorar registros de erros,gpt-4o-mini,2,2.00,"LLM pode analisar registros, mas julgamento humano é necessário.",2026-03-13T21:49:14Z
Técnico de suporte ao usuário de tecnologia da informação,Monitorar registros de erros,claude-3-haiku-20240307,1,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano.",2026-03-13T21:49:15Z
Técnico de suporte ao usuário de tecnologia da informação,Monitorar registros de erros,claude-3-haiku-20240307,2,2.00,"O LLM pode executar partes periféricas, mas o núcleo exige julgamento humano.",2026-03-13T21:49:16Z
Técnico de suporte ao usuário de tecnologia da informação,"Recuperar arquivos, programas e relatórios",gpt-4o-mini,1,2.00,"LLM pode ajudar na recuperação, mas requer validação humana.",2026-03-13T21:49:16Z
Técnico de suporte ao usuário de tecnologia da informação,"Recuperar arquivos, programas e relatórios",gpt-4o-mini,2,2.00,"LLM pode ajudar na recuperação, mas requer validação humana.",2026-03-13T21:49:17Z
Técnico de suporte ao usuário de tecnologia da informação,"Recuperar arquivos, programas e relatórios",claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:49:18Z
Técnico de suporte ao usuário de tecnologia da informação,"Recuperar arquivos, programas e relatórios",claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:49:18Z
Técnico de suporte ao usuário de tecnologia da informação,Demonstrar capacidade de observação,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:49:19Z
Técnico de suporte ao usuário de tecnologia da informação,Demonstrar capacidade de observação,gpt-4o-mini,2,1.00,"LLM não executa observação, requer julgamento humano complexo.",2026-03-13T21:49:19Z
Técnico de suporte ao usuário de tecnologia da informação,Demonstrar capacidade de observação,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem executar",2026-03-13T21:49:20Z
Técnico de suporte ao usuário de tecnologia da informação,Demonstrar capacidade de observação,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:49:21Z
Técnico de suporte ao usuário de tecnologia da informação,Instalar softwares e/ou sistemas operacionais,gpt-4o-mini,1,2.00,"LLM pode auxiliar, mas julgamento humano e contexto são necessários.",2026-03-13T21:49:22Z
Técnico de suporte ao usuário de tecnologia da informação,Instalar softwares e/ou sistemas operacionais,gpt-4o-mini,2,2.00,"LLM pode auxiliar, mas julgamento humano e contexto são necessários.",2026-03-13T21:49:22Z
Técnico de suporte ao usuário de tecnologia da informação,Instalar softwares e/ou sistemas operacionais,claude-3-haiku-20240307,1,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:49:23Z
Técnico de suporte ao usuário de tecnologia da informação,Instalar softwares e/ou sistemas operacionais,claude-3-haiku-20240307,2,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:49:24Z
Supervisor administrativo,Emitir notas fiscais e recibos,gpt-4o-mini,1,3.00,"LLM pode emitir notas fiscais, mas requer validação humana.",2026-03-13T21:49:25Z
Supervisor administrativo,Emitir notas fiscais e recibos,gpt-4o-mini,2,3.00,"LLM pode gerar notas fiscais, mas revisão humana é necessária.",2026-03-13T21:49:25Z
Supervisor administrativo,Emitir notas fiscais e recibos,claude-3-haiku-20240307,1,3.00,"O LLM pode executar o núcleo da atividade, mas ainda requer julgamento",2026-03-13T21:49:26Z
Supervisor administrativo,Emitir notas fiscais e recibos,claude-3-haiku-20240307,2,3.00,"O LLM pode executar o núcleo da atividade, mas ainda requer julgamento",2026-03-13T21:49:27Z
Supervisor administrativo,Demonstrar fluência verbal e escrita,gpt-4o-mini,1,2.00,"LLM auxilia na escrita, mas julgamento humano é necessário.",2026-03-13T21:49:28Z
Supervisor administrativo,Demonstrar fluência verbal e escrita,gpt-4o-mini,2,2.00,"LLM auxilia na escrita, mas julgamento humano é necessário.",2026-03-13T21:49:28Z
Supervisor administrativo,Demonstrar fluência verbal e escrita,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:49:29Z
Supervisor administrativo,Demonstrar fluência verbal e escrita,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:49:30Z
Supervisor administrativo,Trabalhar em equipe,gpt-4o-mini,1,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:49:30Z
Supervisor administrativo,Trabalhar em equipe,gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:49:31Z
Supervisor administrativo,Trabalhar em equipe,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:49:31Z
Supervisor administrativo,Trabalhar em equipe,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, embora possa ser parcialmente",2026-03-13T21:49:32Z
Supervisor administrativo,Reembolsar despesas,gpt-4o-mini,1,2.00,"LLM pode ajudar na documentação, mas julgamento humano é necessário.",2026-03-13T21:49:33Z
Supervisor administrativo,Reembolsar despesas,gpt-4o-mini,2,2.00,"LLM pode ajudar, mas julgamento humano e contexto são essenciais.",2026-03-13T21:49:33Z
Supervisor administrativo,Reembolsar despesas,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:49:34Z
Supervisor administrativo,Reembolsar despesas,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:49:35Z
Supervisor administrativo,Coordenar serviços terceirizados,gpt-4o-mini,1,1.00,"LLM executa partes periféricas, mas núcleo exige julgamento humano.",2026-03-13T21:49:35Z
Supervisor administrativo,Coordenar serviços terceirizados,gpt-4o-mini,2,1.00,"LLM executa partes periféricas, mas núcleo exige julgamento humano.",2026-03-13T21:49:36Z
Supervisor administrativo,Coordenar serviços terceirizados,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:49:37Z
Supervisor administrativo,Coordenar serviços terceirizados,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:49:37Z
Corretor de imóveis,Selecionar imóveis e/ou ofertas de grãos de acordo com as necessidades dos clientes,gpt-4o-mini,1,2.00,"LLM pode ajudar na seleção, mas julgamento humano é essencial.",2026-03-13T21:49:38Z
Corretor de imóveis,Selecionar imóveis e/ou ofertas de grãos de acordo com as necessidades dos clientes,gpt-4o-mini,2,2.00,"LLM pode ajudar na seleção, mas julgamento humano é essencial.",2026-03-13T21:49:38Z
Corretor de imóveis,Selecionar imóveis e/ou ofertas de grãos de acordo com as necessidades dos clientes,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa com o cliente.,2026-03-13T21:49:39Z
Corretor de imóveis,Selecionar imóveis e/ou ofertas de grãos de acordo com as necessidades dos clientes,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa com o cliente.,2026-03-13T21:49:40Z
Corretor de imóveis,Demonstrar capacidade de trabalhar em equipe,gpt-4o-mini,1,1.00,Núcleo depende de interação humana complexa e julgamento subjetivo.,2026-03-13T21:49:41Z
Corretor de imóveis,Demonstrar capacidade de trabalhar em equipe,gpt-4o-mini,2,1.00,LLM não executa interação humana complexa necessária para trabalho em equipe.,2026-03-13T21:49:42Z
Corretor de imóveis,Demonstrar capacidade de trabalhar em equipe,claude-3-haiku-20240307,1,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:49:42Z
Corretor de imóveis,Demonstrar capacidade de trabalhar em equipe,claude-3-haiku-20240307,2,1.00,O núcleo da atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:49:43Z
Corretor de imóveis,Vistoriar imóveis,gpt-4o-mini,1,1.00,"LLM não executa vistoria, requer julgamento e interação humana.",2026-03-13T21:49:44Z
Corretor de imóveis,Vistoriar imóveis,gpt-4o-mini,2,1.00,"LLM não executa vistoria, requer julgamento e interação humana.",2026-03-13T21:49:44Z
Corretor de imóveis,Vistoriar imóveis,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:49:45Z
Corretor de imóveis,Vistoriar imóveis,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:49:46Z
Corretor de imóveis,Apresentar contratos e/ou confirmação das transações,gpt-4o-mini,1,2.00,"LLM pode auxiliar na documentação, mas julgamento humano é necessário.",2026-03-13T21:49:46Z
Corretor de imóveis,Apresentar contratos e/ou confirmação das transações,gpt-4o-mini,2,2.00,"LLM pode auxiliar na documentação, mas julgamento humano é necessário.",2026-03-13T21:49:47Z
Corretor de imóveis,Apresentar contratos e/ou confirmação das transações,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas pode ser parcialmente",2026-03-13T21:49:48Z
Corretor de imóveis,Apresentar contratos e/ou confirmação das transações,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:49:48Z
Corretor de imóveis,Delimitar região de pesquisa,gpt-4o-mini,1,2.00,"LLM pode ajudar na pesquisa, mas julgamento humano é necessário.",2026-03-13T21:49:49Z
Corretor de imóveis,Delimitar região de pesquisa,gpt-4o-mini,2,2.00,"LLM pode ajudar na pesquisa, mas julgamento humano é necessário.",2026-03-13T21:49:49Z
Corretor de imóveis,Delimitar região de pesquisa,claude-3-haiku-20240307,1,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:49:50Z
Corretor de imóveis,Delimitar região de pesquisa,claude-3-haiku-20240307,2,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:49:51Z
Motorista de caminhão (rotas regionais e internacionais),Centralizar cargas,gpt-4o-mini,1,1.00,"LLM não centraliza cargas, requer julgamento e interação humana.",2026-03-13T21:49:52Z
Motorista de caminhão (rotas regionais e internacionais),Centralizar cargas,gpt-4o-mini,2,1.00,LLM não executa a centralização de cargas de forma útil.,2026-03-13T21:49:53Z
Motorista de caminhão (rotas regionais e internacionais),Centralizar cargas,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:49:53Z
Motorista de caminhão (rotas regionais e internacionais),Centralizar cargas,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:49:54Z
Motorista de caminhão (rotas regionais e internacionais),Operar empilhadeira com funções múltiplas,gpt-4o-mini,1,1.00,"LLM não executa operação de empilhadeira, requer julgamento humano e interação.",2026-03-13T21:49:56Z
Motorista de caminhão (rotas regionais e internacionais),Operar empilhadeira com funções múltiplas,gpt-4o-mini,2,1.00,"LLM não executa operação de empilhadeira, requer julgamento humano e interação.",2026-03-13T21:49:56Z
Motorista de caminhão (rotas regionais e internacionais),Operar empilhadeira com funções múltiplas,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:49:57Z
Motorista de caminhão (rotas regionais e internacionais),Operar empilhadeira com funções múltiplas,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:49:58Z
Motorista de caminhão (rotas regionais e internacionais),Realizar pequenos reparos no veículo,gpt-4o-mini,1,1.00,"LLM não executa reparos físicos, apenas fornece informações.",2026-03-13T21:49:59Z
Motorista de caminhão (rotas regionais e internacionais),Realizar pequenos reparos no veículo,gpt-4o-mini,2,1.00,"LLM não executa reparos físicos, apenas fornece informações.",2026-03-13T21:49:59Z
Motorista de caminhão (rotas regionais e internacionais),Realizar pequenos reparos no veículo,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:50:00Z
Motorista de caminhão (rotas regionais e internacionais),Realizar pequenos reparos no veículo,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:50:01Z
Motorista de caminhão (rotas regionais e internacionais),Inspecionar água e óleo,gpt-4o-mini,1,1.00,LLM não executa a atividade de inspeção de forma útil.,2026-03-13T21:50:02Z
Motorista de caminhão (rotas regionais e internacionais),Inspecionar água e óleo,gpt-4o-mini,2,1.00,LLM não executa a atividade de inspeção de forma útil.,2026-03-13T21:50:03Z
Motorista de caminhão (rotas regionais e internacionais),Inspecionar água e óleo,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:03Z
Motorista de caminhão (rotas regionais e internacionais),Inspecionar água e óleo,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:04Z
Motorista de caminhão (rotas regionais e internacionais),Conferir a posição dos animais na gaiola,gpt-4o-mini,1,1.00,LLM não executa a atividade de conferência de animais.,2026-03-13T21:50:05Z
Motorista de caminhão (rotas regionais e internacionais),Conferir a posição dos animais na gaiola,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:50:05Z
Motorista de caminhão (rotas regionais e internacionais),Conferir a posição dos animais na gaiola,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:09Z
Motorista de caminhão (rotas regionais e internacionais),Conferir a posição dos animais na gaiola,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:11Z
"Operador de máquinas fixas, em geral",Controlar pressão de condensação e evaporação,gpt-4o-mini,1,1.00,"LLM não controla pressão, requer julgamento humano e interação.",2026-03-13T21:50:12Z
"Operador de máquinas fixas, em geral",Controlar pressão de condensação e evaporação,gpt-4o-mini,2,1.00,"LLM não controla pressão, requer julgamento humano e interação.",2026-03-13T21:50:13Z
"Operador de máquinas fixas, em geral",Controlar pressão de condensação e evaporação,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:50:14Z
"Operador de máquinas fixas, em geral",Controlar pressão de condensação e evaporação,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:50:15Z
"Operador de máquinas fixas, em geral",Monitorar manutenção de máquinas e equipamentos,gpt-4o-mini,1,1.00,LLM não executa a atividade de monitoramento de manutenção.,2026-03-13T21:50:15Z
"Operador de máquinas fixas, em geral",Monitorar manutenção de máquinas e equipamentos,gpt-4o-mini,2,1.00,LLM não executa a atividade de monitoramento de manutenção.,2026-03-13T21:50:16Z
"Operador de máquinas fixas, em geral",Monitorar manutenção de máquinas e equipamentos,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, embora possa haver apoio",2026-03-13T21:50:17Z
"Operador de máquinas fixas, em geral",Monitorar manutenção de máquinas e equipamentos,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, embora possa haver apoio",2026-03-13T21:50:17Z
"Operador de máquinas fixas, em geral",Trabalhar com atenção,gpt-4o-mini,1,1.00,Núcleo da atividade exige julgamento humano e atenção contextual.,2026-03-13T21:50:18Z
"Operador de máquinas fixas, em geral",Trabalhar com atenção,gpt-4o-mini,2,0.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:50:19Z
"Operador de máquinas fixas, em geral",Trabalhar com atenção,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:20Z
"Operador de máquinas fixas, em geral",Trabalhar com atenção,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem executar",2026-03-13T21:50:21Z
"Operador de máquinas fixas, em geral",Demonstrar senso de organização,gpt-4o-mini,1,1.00,LLM não executa a atividade de organização de forma útil.,2026-03-13T21:50:21Z
"Operador de máquinas fixas, em geral",Demonstrar senso de organização,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:50:22Z
"Operador de máquinas fixas, em geral",Demonstrar senso de organização,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:50:23Z
"Operador de máquinas fixas, em geral",Demonstrar senso de organização,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas LLMs podem apoiar",2026-03-13T21:50:24Z
"Operador de máquinas fixas, em geral",Requisitar materiais e insumos,gpt-4o-mini,1,1.00,"LLM executa partes periféricas, mas não o núcleo da atividade.",2026-03-13T21:50:24Z
"Operador de máquinas fixas, em geral",Requisitar materiais e insumos,gpt-4o-mini,2,1.00,LLM não executa a requisição de materiais de forma útil.,2026-03-13T21:50:25Z
"Operador de máquinas fixas, em geral",Requisitar materiais e insumos,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:50:26Z
"Operador de máquinas fixas, em geral",Requisitar materiais e insumos,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:50:26Z
Eletricista de instalações,Preencher requisição de material,gpt-4o-mini,1,1.00,"LLM pode ajudar na documentação, mas não no julgamento.",2026-03-13T21:50:27Z
Eletricista de instalações,Preencher requisição de material,gpt-4o-mini,2,1.00,"LLM pode ajudar na documentação, mas não no julgamento.",2026-03-13T21:50:28Z
Eletricista de instalações,Preencher requisição de material,claude-3-haiku-20240307,1,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:50:28Z
Eletricista de instalações,Preencher requisição de material,claude-3-haiku-20240307,2,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:50:34Z
Eletricista de instalações,Interpretar esquemas elétricos dos equipamentos,gpt-4o-mini,1,2.00,"LLM pode auxiliar na interpretação, mas julgamento humano é necessário.",2026-03-13T21:50:35Z
Eletricista de instalações,Interpretar esquemas elétricos dos equipamentos,gpt-4o-mini,2,2.00,"LLM pode auxiliar na interpretação, mas julgamento humano é necessário.",2026-03-13T21:50:35Z
Eletricista de instalações,Interpretar esquemas elétricos dos equipamentos,claude-3-haiku-20240307,1,2.00,A atividade exige interpretação contextual e julgamento humano.,2026-03-13T21:50:36Z
Eletricista de instalações,Interpretar esquemas elétricos dos equipamentos,claude-3-haiku-20240307,2,2.00,A atividade exige interpretação contextual e julgamento humano complexo.,2026-03-13T21:50:37Z
Eletricista de instalações,Organizar equipamentos e ferramentas,gpt-4o-mini,1,1.00,"LLM pode organizar informações, mas não ferramentas fisicamente.",2026-03-13T21:50:37Z
Eletricista de instalações,Organizar equipamentos e ferramentas,gpt-4o-mini,2,1.00,"LLM pode organizar informações, mas não ferramentas fisicamente.",2026-03-13T21:50:38Z
Eletricista de instalações,Organizar equipamentos e ferramentas,claude-3-haiku-20240307,1,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:50:38Z
Eletricista de instalações,Organizar equipamentos e ferramentas,claude-3-haiku-20240307,2,2.00,A atividade combina etapas padronizadas com etapas que exigem julgamento humano.,2026-03-13T21:50:39Z
Eletricista de instalações,Emendar condutores elétricos,gpt-4o-mini,1,1.00,"LLM não executa emendar condutores elétricos, requer julgamento humano.",2026-03-13T21:50:40Z
Eletricista de instalações,Emendar condutores elétricos,gpt-4o-mini,2,1.00,"LLM não executa emendar condutores, requer julgamento e interação humana.",2026-03-13T21:50:41Z
Eletricista de instalações,Emendar condutores elétricos,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:41Z
Eletricista de instalações,Emendar condutores elétricos,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:42Z
Eletricista de instalações,Instalar condutores e acessórios,gpt-4o-mini,1,1.00,LLM não executa instalação de condutores e acessórios.,2026-03-13T21:50:42Z
Eletricista de instalações,Instalar condutores e acessórios,gpt-4o-mini,2,1.00,LLM não executa instalação de condutores e acessórios.,2026-03-13T21:50:43Z
Eletricista de instalações,Instalar condutores e acessórios,claude-3-haiku-20240307,1,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:44Z
Eletricista de instalações,Instalar condutores e acessórios,claude-3-haiku-20240307,2,2.00,A atividade exige julgamento humano e interação complexa.,2026-03-13T21:50:44Z
Encanador,Demonstar iniciativa,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:50:45Z
Encanador,Demonstar iniciativa,gpt-4o-mini,2,1.00,LLM não executa a atividade de demonstração útil.,2026-03-13T21:50:46Z
Encanador,Demonstar iniciativa,claude-3-haiku-20240307,1,1.00,A atividade requer julgamento humano complexo e interação humana.,2026-03-13T21:50:46Z
Encanador,Demonstar iniciativa,claude-3-haiku-20240307,2,1.00,A atividade requer julgamento humano complexo e interação humana.,2026-03-13T21:50:47Z
Encanador,Estudar projeto,gpt-4o-mini,1,1.00,"LLM pode auxiliar, mas não executa o núcleo da atividade.",2026-03-13T21:50:48Z
Encanador,Estudar projeto,gpt-4o-mini,2,1.00,"LLM pode auxiliar, mas não executa o núcleo da atividade.",2026-03-13T21:50:48Z
Encanador,Estudar projeto,claude-3-haiku-20240307,1,1.00,"O LLM pode executar apenas partes periféricas da atividade, mas o núcleo",2026-03-13T21:50:49Z
Encanador,Estudar projeto,claude-3-haiku-20240307,2,1.00,"O LLM pode executar apenas partes periféricas da atividade, mas o núcleo",2026-03-13T21:50:50Z
Encanador,Tomar decisões rápidas,gpt-4o-mini,1,1.00,Decisões rápidas exigem julgamento humano e contexto situacional.,2026-03-13T21:50:52Z
Encanador,Tomar decisões rápidas,gpt-4o-mini,2,1.00,Decisões rápidas exigem julgamento humano e contexto situacional.,2026-03-13T21:50:52Z
Encanador,Tomar decisões rápidas,claude-3-haiku-20240307,1,1.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:50:54Z
Encanador,Tomar decisões rápidas,claude-3-haiku-20240307,2,1.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:50:55Z
Encanador,Testar pressão da água que vem da concessionária,gpt-4o-mini,1,1.00,"LLM não executa teste de pressão, requer ação física.",2026-03-13T21:50:55Z
Encanador,Testar pressão da água que vem da concessionária,gpt-4o-mini,2,1.00,"LLM não executa teste de pressão, requer julgamento humano.",2026-03-13T21:50:56Z
Encanador,Testar pressão da água que vem da concessionária,claude-3-haiku-20240307,1,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:50:57Z
Encanador,Testar pressão da água que vem da concessionária,claude-3-haiku-20240307,2,2.00,"A atividade exige julgamento humano e interação complexa, mas pode ser parcialmente",2026-03-13T21:50:57Z
Encanador,Fixar redes,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa.,2026-03-13T21:50:58Z
Encanador,Fixar redes,gpt-4o-mini,2,1.00,LLM não executa a atividade de fixar redes.,2026-03-13T21:50:59Z
Encanador,Fixar redes,claude-3-haiku-20240307,1,1.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:00Z
Encanador,Fixar redes,claude-3-haiku-20240307,2,1.00,A atividade exige julgamento humano complexo e interação humana.,2026-03-13T21:51:00Z
Pedreiro,Providenciar as formas para as fundações,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e interação complexa significativa.,2026-03-13T21:51:01Z
Pedreiro,Providenciar as formas para as fundações,gpt-4o-mini,2,1.00,LLM não executa a atividade de forma útil.,2026-03-13T21:51:02Z
Pedreiro,Providenciar as formas para as fundações,claude-3-haiku-20240307,1,2.00,"A atividade exige julgamento humano e interação complexa, mas pode ser parcialmente",2026-03-13T21:51:02Z
Pedreiro,Providenciar as formas para as fundações,claude-3-haiku-20240307,2,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:51:03Z
Pedreiro,Nivelar as alvenarias,gpt-4o-mini,1,1.00,Núcleo exige julgamento humano e manipulação física complexa.,2026-03-13T21:51:04Z
Pedreiro,Nivelar as alvenarias,gpt-4o-mini,2,1.00,Núcleo exige julgamento humano e manipulação física complexa.,2026-03-13T21:51:05Z
Pedreiro,Nivelar as alvenarias,claude-3-haiku-20240307,1,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano",2026-03-13T21:51:06Z
Pedreiro,Nivelar as alvenarias,claude-3-haiku-20240307,2,2.00,"A atividade pode ser parcialmente executada por LLMs, mas requer julgamento humano.",2026-03-13T21:51:07Z
